80,Grenada,0.791,,75.2,,16.6,e,9.4,q,"14,349",,21,,80
81,Azerbaijan,0.789,,74.4,,12.9,,11.1,,"20,668",,-5,,82
81,Mexico,0.789,,75.1,,14.5,,9.3,e,"21,813",,-8,,84
83,Colombia,0.788,,77.7,,14.3,,9.0,e,"18,666",,1,,85
84,Brazil,0.786,,75.8,,15.8,,8.4,e,"18,011",,1,,86
84,Palau,0.786,,69.3,,14.1,,13.3,p,"16,035",,11,,81
86,Moldova (Republic of),0.785,,71.2,,14.6,e,11.8,,"15,867",,11,,82
87,Ukraine,0.779,,73.4,,13.3,,11.1,d,"16,933",,5,,90
88,Ecuador,0.777,,77.4,,14.9,,9.0,,"13,986",,15,,89
89,Dominican Republic,0.776,,73.7,,13.6,,9.4,e,"22,024",,-17,,87
89,Guyana,0.776,,70.2,,13.0,o,8.7,d,"46,959",,-54,,95
89,Sri Lanka,0.776,,77.5,,13.1,,10.8,,"12,616",,22,,88
92,Tonga,0.769,,72.9,,17.8,e,10.9,d,"7,438",,38,,91
93,Maldives,0.766,,81.0,,12.8,,7.4,d,"19,317",,-11,,91
93,Viet Nam,0.766,,74.6,,15.5,,9.0,,"13,033",,14,,91
95,Turkmenistan,0.764,,70.1,,13.2,,11.2,e,"17,716",,-9,,96
96,Algeria,0.763,,76.3,,15.5,,7.4,e,"15,114",,3,,96
97,Cuba,0.762,,78.1,,13.9,,10.6,d,"8,415",r,30,,91
98,Dominica,0.761,,71.1,,14.2,e,10.1,,"16,001",,-2,,98
99,Paraguay,0.756,,73.8,,14.0,e,8.9,e,"15,252",,-1,,102
100,Egypt,0.754,,71.6,,13.1,e,10.1,e,"16,218",,-7,,100
100,Jordan,0.754,,77.8,,13.1,,10.2,,"9,222",,22,,100
102,Lebanon,0.752,,77.8,,11.7,,10.4,s,"11,299",,13,,99
103,Saint Lucia,0.748,,72.7,,12.7,,8.6,e,"20,900",,-29,,102
104,Mongolia,0.747,,71.7,,13.6,,9.4,m,"14,787",,-4,,105
105,Tunisia,0.746,,76.5,,14.7,e,7.6,,"12,011",,9,,104
106,South Africa,0.741,,66.1,,13.8,,11.6,,"13,694",,0,,107
107,Uzbekistan,0.740,,72.4,,12.5,,11.9,,"8,826",,17,,107
108,Bolivia (Plurinational State of),0.733,,68.6,,15.6,e,10.0,e,"9,445",,13,,113
108,Gabon,0.733,,68.3,,12.5,e,9.7,,"18,854",,-25,,111
108,Marshall Islands,0.733,,66.9,,16.4,,11.6,p,"7,224",,23,,110
111,Botswana,0.731,,69.2,,11.4,,10.5,,"16,984",,-20,,112
111,Fiji,0.731,,67.3,,13.8,,10.4,,"12,843",,-3,,114
113,Indonesia,0.728,,71.1,,13.3,,8.7,e,"13,700",,-8,,114
114,Suriname,0.722,,73.6,,11.0,,8.4,e,"17,344",,-26,,116
115,Belize,0.721,,73.6,,12.0,,8.8,,"12,343",,-2,,118
115,Libya,0.721,,69.3,,12.9,q,7.8,l,"19,831",,-36,,106
117,Jamaica,0.720,,71.5,,12.4,e,10.0,,"10,057",t,2,,117
117,Kyrgyzstan,0.720,,71.7,,12.7,,12.1,e,"6,078",,24,,118
117,Philippines,0.720,,69.8,,12.8,e,10.0,,"10,731",,0,,120
120,Morocco,0.710,,75.3,,15.1,,6.2,,"8,653",,5,,122
121,Venezuela (Bolivarian Republic of),0.709,,72.5,,13.0,p,9.7,p,"7,157",u,11,,121
122,Samoa,0.708,,71.7,,12.4,,11.3,e,"5,952",,21,,123
123,Nicaragua,0.706,,74.9,,11.5,,9.9,,"6,881",,11,,124
124,Nauru,0.703,,62.1,,12.8,q,9.4,q,"19,642",,-43,,125
,Medium human development,,,,,,,,,,,,,
125,Bhutan,0.698,,73.0,,13.2,e,5.8,l,"13,843",,-21,,126
126,Eswatini (Kingdom of),0.695,,64.1,,15.2,e,8.7,,"9,919",,-6,,126
126,Iraq,0.695,,72.3,,12.4,v,6.8,o,"12,654",,-16,,126
128,Tajikistan,0.691,,71.8,,10.8,e,11.3,d,"5,747",,17,,129
129,Tuvalu,0.689,,67.1,,12.4,w,10.8,e,"7,006",,4,,130
130,Bangladesh,0.685,,74.7,,12.3,,6.8,,"8,498",,-4,,131
130,India,0.685,,72.0,,13.0,,6.9,,"9,047",,-7,,133
132,El Salvador,0.678,,72.1,,11.1,,7.3,,"10,595",,-14,,134
133,Equatorial Guinea,0.674,,63.7,,12.5,q,8.3,l,"12,762",,-24,,132
133,"Palestine, State of",0.674,,65.2,,13.0,,10.1,,"6,547",,5,,109
135,Cabo Verde,0.668,,76.1,,11.4,e,6.1,l,"8,165",,-7,,135
136,Namibia,0.665,,67.4,,11.8,x,7.3,d,"10,917",,-20,,137
137,Guatemala,0.662,,72.6,,10.7,,5.8,,"12,459",,-25,,136
138,Congo,0.649,,65.8,,12.7,e,8.3,d,"5,903",,6,,138
139,Honduras,0.645,,72.9,,10.2,e,7.5,e,"6,065",,3,,139
140,Kiribati,0.644,,66.5,,11.9,y,9.1,l,"4,947",,11,,140
141,Sao Tome and Principe,0.637,,69.7,,12.9,o,6.0,e,"5,583",,6,,141
142,Timor-Leste,0.634,,67.7,,13.3,x,6.2,x,"5,435",,8,,142
143,Ghana,0.628,,65.5,,11.4,,7.1,,"6,846",,-8,,144
143,Kenya,0.628,,63.6,,11.5,x,8.6,,"5,608",,3,,143
145,Nepal,0.622,,70.4,,13.8,,4.5,,"4,726",,10,,150
146,Vanuatu,0.621,,71.5,,11.8,e,7.2,l,"3,404",,20,,145
147,Lao People's Democratic Republic,0.617,,69.0,,9.6,,6.1,d,"8,106",,-18,,147
148,Angola,0.616,,64.6,,12.2,,6.0,x,"6,631",,-11,,146
149,Micronesia (Federated States of),0.615,,67.2,,11.5,q,7.3,l,"4,246",,7,,147
150,Myanmar,0.609,,66.9,,11.5,s,6.4,z,"4,919",aa,3,,149
151,Cambodia,0.606,,70.7,,11.2,,5.2,,"4,931",,1,,151
152,Comoros,0.603,,66.8,,13.3,e,6.0,,"3,481",,12,,151
153,Zimbabwe,0.598,,62.8,,11.1,e,8.9,e,"3,511",,9,,153
154,Zambia,0.595,,66.3,,11.0,ab,7.4,d,"3,447",,11,,154
155,Cameroon,0.588,,63.7,,10.8,,6.6,d,"4,746",,-1,,156
156,Solomon Islands,0.584,,70.5,,11.3,q,5.9,l,"2,777",,18,,155
157,Côte d'Ivoire,0.582,,61.9,,11.4,,4.9,,"6,735",,-21,,162
157,Uganda,0.582,,68.3,,11.6,x,6.3,e,"2,736",,18,,157
159,Rwanda,0.578,,67.8,,12.6,,4.9,,"2,971",,9,,160
160,Papua New Guinea,0.576,,66.1,,11.5,x,5.0,d,"3,971",,-2,,158
161,Togo,0.571,,62.7,,13.1,e,5.9,e,"2,856",,9,,161
162,Syrian Arab Republic,0.564,,72.1,,7.4,n,5.9,p,"3,918",,-3,,159
163,Mauritania,0.563,,68.5,,7.9,e,4.9,d,"6,267",,-23,,163
164,Nigeria,0.560,,54.5,,10.5,,7.6,,"5,569",,-16,,164
165,Tanzania (United Republic of),0.555,,67.0,,8.6,,6.1,,"3,515",,-4,,165
166,Haiti,0.554,,64.9,,10.9,q,5.4,ac,"2,935",,3,,166
167,Lesotho,0.550,,57.4,,11.0,e,7.7,e,"3,029",,0,,167
,Low human development,,,,,,,,,,,,,
168,Pakistan,0.544,,67.6,,7.9,e,4.3,e,"5,501",,-19,,168
169,Senegal,0.530,,68.7,,9.1,,2.9,e,"4,202",,-12,,169
170,Gambia,0.524,,65.9,,9.0,x,4.7,x,"2,812",,1,,170
171,Congo (Democratic Republic of the),0.522,,61.9,,10.9,e,7.4,d,"1,431",,17,,172
172,Malawi,0.517,,67.4,,9.9,,5.2,m,"1,634",,12,,173
173,Benin,0.515,,60.8,,10.4,,3.2,,"3,806",,-13,,174
174,Guinea-Bissau,0.514,,64.1,,10.6,o,3.7,,"2,403",,2,,175
175,Djibouti,0.513,,66.0,,6.2,e,4.0,p,"6,368",,-36,,176
176,Sudan,0.511,,66.3,,8.6,e,4.0,,"2,810",,-4,,171
177,Liberia,0.510,,62.2,,10.5,,6.2,e,"1,538",,9,,177
178,Eritrea,0.503,,68.6,,7.3,e,5.1,l,"2,029",,1,,178
179,Guinea,0.500,,60.7,,10.4,e,2.5,e,"3,494",,-16,,179
180,Ethiopia,0.497,,67.3,,9.2,x,2.4,e,"2,796",,-7,,181
181,Afghanistan,0.496,,66.0,,10.8,e,2.5,,"1,972",,-1,,180
182,Mozambique,0.493,,63.6,,10.8,e,4.6,,"1,356",,7,,182
183,Madagascar,0.487,,63.6,,9.1,e,4.6,,"1,656",,0,,183
184,Yemen,0.470,,69.3,,7.5,p,5.5,,"1,018",,7,,184
185,Sierra Leone,0.467,,61.8,,9.1,o,3.5,e,"1,714",,-3,,185
186,Burkina Faso,0.459,,61.1,,8.7,,2.3,,"2,391",,-9,,186
187,Burundi,0.439,,63.7,,9.8,e,3.5,e,859,,5,,187
188,Mali,0.419,,60.4,,7.0,e,1.6,m,"2,342",,-10,,188
188,Niger,0.419,,61.2,,8.3,e,1.4,d,"1,590",,-3,,189
190,Chad,0.416,,55.1,,8.3,e,2.3,e,"1,748",,-9,,189
191,Central African Republic,0.414,,57.4,,7.4,e,4.0,d,"1,100",,-1,,..
192,Somalia,0.404,,58.8,,7.5,q,1.9,,"1,475",,-5,,192
193,South Sudan,0.388,,57.6,,5.6,e,5.7,ad,688,,0,,191
,Other countries or territories,,,,,,,,,,,,,
,Korea (Democratic People's Rep. of),..,,73.6,,12.2,e,..,,..,,..,,..
,Monaco,..,,86.4,g,21.7,c,..,,..,,..,,..
,,,,,,,,,,,,,,
,Human development groups,,,,,,,,,,,,,
,Very high human development,0.914,,80.0,,16.4,,12.5,,"53,014",,—,,—
,High human development,0.777,,75.7,,14.6,,8.7,,"18,405",,—,,—
,Medium human development,0.656,,69.3,,12.1,,6.8,,"7,822",,—,,—
,Low human development,0.515,,65.0,,8.9,,4.0,,"3,007",,—,,—
,,,,,,,,,,,,,,
,Developing countries,0.712,,72.0,,12.7,,7.8,,"13,301",,—,,—
,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,
,Arab States,0.719,,72.5,,12.0,,8.1,,"15,825",,—,,—
,East Asia and the Pacific,0.775,,75.9,,14.6,,8.3,,"19,520",,—,,—
,Europe and Central Asia,0.818,,74.8,,15.6,,10.7,,"23,171",,—,,—
,Latin America and the Caribbean,0.783,,75.6,,14.8,,9.1,,"18,048",,—,,—
,South Asia,0.672,,71.9,,12.1,,6.8,,"8,722",,—,,—
,Sub-Saharan Africa,0.568,,62.5,,10.3,,6.2,,"4,352",,—,,—
,,,,,,,,,,,,,,
,Least developed countries,0.560,,66.5,,10.2,,5.1,,"3,637",,—,,—
,Small island developing states,0.739,,71.9,,12.6,,8.6,,"19,343",,—,,—
,,,,,,,,,,,,,,
,Organisation for Economic Co-operation and Development,0.916,,80.6,,16.5,,12.3,,"52,698",,—,,—
,,,,,,,,,,,,,,
,World,0.756,,73.4,,13.0,,8.8,,"20,327",,—,,—
,,,,,,,,,,,,,,
,Notes,,,,,,,,,,,,,
,a. Data refer to 2023 or the most recent year available.,,,,,,,,,,,,,
,b. Based on countries for which a Human Development Index (HDI) value is calculated.,,,,,,,,,,,,,
,"c. In calculating the HDI value, expected years of schooling is capped at 18 years.",,,,,,,,,,,,,
,d. Updated by HDRO based on data from Barro and Lee (2018) and UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,
,e. Updated by HDRO based on data from UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,
,"f. In calculating the HDI value, GNI per capita is capped at $75,000.",,,,,,,,,,,,,
,"g. In calculating the HDI value, life expectancy is capped at 85 years.",,,,,,,,,,,,,
,h. Updated by HDRO using the mean years of schooling trend of Austria and data from UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,
,i. Estimated using the purchasing power parity (PPP) rate and projected growth rate of Switzerland.,,,,,,,,,,,,,
,j. Updated by HDRO based on data from Eurostat (2024) and UNESCO Institute for Statistics (2024) .,,,,,,,,,,,,,
,k. Refers to 2015 based on UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,
,"l. HDRO estimate based on data from Robert Barro and Jong-Wha Lee, ICF Macro Demographic and Health Surveys, the Organisation for Economic Co-operation and Development, United Nations Children's Fund (UNICEF) Multiple Indicator Cluster Surveys and the United Nations Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics. ",,,,,,,,,,,,,
,m. Refers to 2020 based on UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,
,"n. HDRO estimate based on data from the Center for Distributive, Labor and Social Studies and the World Bank’s Socio-Economic Database for Latin America and the Caribbean, ICF Macro Demographic and Health Surveys, the UNESCO Institute for Statistics and UNICEF Multiple Indicator Cluster Surveys.",,,,,,,,,,,,,
,o. Updated by HDRO based on data from UNICEF Multiple Indicator Cluster Surveys for various years and UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,
,p. Updated by HDRO based on data from UNESCO Institute for Statistics (2024) and estimates using cross-country regression.,,,,,,,,,,,,,
,q. Based on HDRO estimates using cross-country regression.,,,,,,,,,,,,,
,r. HDRO estimate calculated based on United Nations Statistics Division (2025) and World Bank (2024a).,,,,,,,,,,,,,
,s. Refers to 2018 based on UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,
,t. HDRO estimate based on data from IMF (2024) and World Bank (2024a).,,,,,,,,,,,,,
,u. IMF 2024.,,,,,,,,,,,,,
,v. Updated by HDRO based on data from UNICEF Multiple Indicator Cluster Surveys for various years.,,,,,,,,,,,,,
,"w. HDRO estimate based on data from ICF Macro Demographic and Health Surveys, the UNESCO Institute for Statistics  and UNICEF Multiple Indicator Cluster Surveys.",,,,,,,,,,,,,
,x. Updated by HDRO based on data from  ICF Macro Demographic and Health Surveys for various years and UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,
,y. Updated by HDRO based on data from UNICEF Multiple Indicator Cluster Surveys for various years and estimates using cross-country regression.,,,,,,,,,,,,,
,z. Refers to 2019 based on UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,
,"aa. HDRO estimate based on data from  IMF (2024), United Nations Statistics Division (2025) and World Bank (2024a).",,,,,,,,,,,,,
,ab. Updated by HDRO based on data from ICF Macro Demographic and Health Surveys for various years.,,,,,,,,,,,,,
,ac. Refers to 2017 based on UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,
,ad. Refers to 2008 based on UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Definitions,,,,,,,,,,,,,
,"Human Development Index (HDI): A composite index measuring average achievement in three basic dimensions of human development—a long and healthy life, knowledge and a decent standard of living. See Technical note 1 at https://hdr.undp.org/sites/default/files/2025_HDR/hdr2025_technical_notes.pdf for details on how the HDI is calculated.",,,,,,,,,,,,,
,Life expectancy at birth: Number of years a newborn infant could expect to live if prevailing patterns of age-specific mortality rates at the time of birth stay the same throughout the infant’s life.,,,,,,,,,,,,,
,Expected years of schooling: Number of years of schooling that a child of school entrance age can expect to receive if prevailing patterns of age-specific enrolment rates persist throughout the child’s life.,,,,,,,,,,,,,
,"Mean years of schooling: Average number of years of education received by people ages 25 and older, converted from education attainment levels using official durations of each level.",,,,,,,,,,,,,
,"Gross national income (GNI) per capita: Aggregate income of an economy generated by its production and its ownership of factors of production, less the incomes paid for the use of factors of production owned by the rest of the world, converted to international dollars using PPP rates, divided by midyear population.",,,,,,,,,,,,,
,GNI per capita rank minus HDI rank: Difference in ranking by GNI per capita and by HDI value. A negative value means that the country is better ranked by GNI than by HDI value.,,,,,,,,,,,,,
,"HDI rank for 2022: Ranking by HDI value for 2022, calculated using the same most recently revised data available that were used to calculate HDI values for 2023.",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Main data sources,,,,,,,,,,,,,
,"Columns 1 and 7: HDRO calculations based on data from Barro and Lee (2018), IMF (2024), UNDESA (2024a), UNESCO Institute for Statistics (2024), United Nations Statistics Division (2025) and World Bank (2024a).",,,,,,,,,,,,,
,Column 2: UNDESA 2024a.,,,,,,,,,,,,,
,"Column 3: ICF Macro Demographic and Health Surveys, UNESCO Institute for Statistics 2024,  and UNICEF Multiple Indicator Cluster Surveys.",,,,,,,,,,,,,
,"Column 4: Barro and Lee 2018, Eurostat 2024, ICF Macro Demographic and Health Surveys, UNESCO Institute for Statistics 2024 and UNICEF Multiple Indicator Cluster Surveys.",,,,,,,,,,,,,
,"Column 5: IMF 2024, United Nations Statistics Division 2025 and World Bank 2024a.",,,,,,,,,,,,,
,Column 6: Calculated based on data in columns 1 and 5.,,,,,,,,,,,,,
